node_id title year month day
61965CJ0031 "Fulvio Fonzi v Commission of the EAEC" 1966 12 15
61965CJ0028 "Fulvio Fonzi v Commission of the EAEC" 1966 12 15
61965CJ0062 "Manlio Serio v Commission of the EAEC" 1966 12 15
61965CJ0034 "Hans Dieter Mosthaf v Commission of the EAEC" 1966 12 15
61965CJ0059 "Heinrich Schreckenberg v Commission of the EAEC" 1966 12 15
61965CJ0025 "Società Industriale Metallurgica di Napoli (SIMET) and Acciaierie e Ferriere di Roma (FERAM) v High Authority of the ECSC" 1967 3 2
61965CJ0009 "Acciaierie San Michele SpA (in liquidation) v High Authority of the ECSC" 1967 3 2
61965CJ0018(01) "Max Gutmann v Commission of the EAEC" 1967 3 15
61966CJ0008 "Société anonyme Cimenteries C.B.R. Cementsbedrijven N.V. and others v Commission of the European Economic Community" 1967 3 15
61966CJ0026 "Koninklijke Nederlandsche Hoogovens en Staalfabrieken NV v High Authority of the ECSC" 1967 6 14
61967CJ0010 "Johannes Coenraad Moulijn v Commission of the CEE" 1967 6 22
61964CJ0028(01) "Richard Müller v Council of the EEC and Council of the EAEC" 1967 6 22
61966CJ0012 "Alfred Willame v Commission of the EAEC" 1967 6 22
61967CJ0009 "Kurt Colditz v Caisse d'assurance vieillesse des travailleurs salariés de Paris" 1967 7 5
61967CJ0006 "Teresa Guerra, widow of Pietro Pace v Institut national d'assurance maladie-invalidité" 1967 7 5
61967CJ0001 "Stanislas Ciechelski v Caisse régionale de sécurité sociale du Centre d'Orléans and directeur régional de la sécurité sociale d'Orléans" 1967 7 5
61967CJ0002 "Auguste de Moor v Caisse de pension des employés privés" 1967 7 5
61966CJ0005 "Firma E. Kampffmeyer and others v Commission of the EEC" 1967 7 14
61967CJ0018 "Argia Pagotto (née Cossutta) v Office National des Pensions pour Ouvriers" 1967 11 30
61966CJ0030 "Firma Kurt A. Becher v Commission of the European Communities" 1967 11 30
61967CJ0022 "Caisse régionale de sécurité sociale du Nord-Est v Robert Goffart" 1967 11 30
61967CJ0014 "Landesversicherungsanstalt Rheinland-Pfalz v Joseph Welchner" 1967 12 5
61967CJ0019 "Bestuur der Sociale Verzekeringsbank v J. H. van der Vecht" 1967 12 5
61967CJ0011 "Office national des pensions pour ouvriers v Marcel Couture" 1967 12 12
61967CJ0015 "Alois Bauer v Commission of the European Communities" 1967 12 12
